fold,seed,dataset,window_id,class,group_id,class_rank,n_class,frac_5,frac_10,frac_25,frac_50,frac_100,parent_train_manifest_sha256
2,2026,CWRU,f2:CWRU:cwru_X229:DE:train:168000-216000,ball,cwru48k_B021,0,66,True,True,True,True,True,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8
2,2026,CWRU,f2:CWRU:cwru_X227:DE:train:24000-72000,ball,cwru48k_B021,1,66,True,True,True,True,True,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8
2,2026,CWRU,f2:CWRU:cwru_X229:DE:train:120000-168000,ball,cwru48k_B021,2,66,True,True,True,True,True,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8
2,2026,CWRU,f2:CWRU:cwru_X228:DE:train:432000-480000,ball,cwru48k_B021,3,66,True,True,True,True,True,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8
2,2026,CWRU,f2:CWRU:cwru_X229:DE:train:96000-144000,ball,cwru48k_B021,4,66,False,True,True,True,True,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8
2,2026,CWRU,f2:CWRU:cwru_X227:DE:train:408000-456000,ball,cwru48k_B021,5,66,False,True,True,True,True,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8
2,2026,CWRU,f2:CWRU:cwru_X228:DE:train:264000-312000,ball,cwru48k_B021,6,66,False,True,True,True,True,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8
2,2026,CWRU,f2:CWRU:cwru_X226:DE:train:24000-72000,ball,cwru48k_B021,7,66,False,False,True,True,True,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8
2,2026,CWRU,f2:CWRU:cwru_X228:DE:train:288000-336000,ball,cwru48k_B021,8,66,False,False,True,True,True,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8
2,2026,CWRU,f2:CWRU:cwru_X227:DE:train:336000-384000,ball,cwru48k_B021,9,66,False,False,True,True,True,2be033786cbe88fb88df72ed66148caa113fac2e3d3edf5297b0c7412b3ffeb8
